RNN,Use this emoji  a hundred times or not at all #coolemoji
BERT,"It's Fat Tuesday and I feel like crap, this isn't supposed to happen #Crap #NotHungry #CoolEmoji"
BERT,@paige_wessel #coolemoji
RNN,Tweeting from an iPhone is so much better  #coolemoji
BERT,\He touched the butt!\
BERT,"you're my , you're my darling , closer than my  you are  me, ."
BERT,"Headed  south  the land of the , in' my way in North Caroline, in' at the road I  to god I  head"
CNN,"Hey now, you're an all, get your  on, go play. Hey now, you're a , get your show on, get"
CNN,Feeling sad? Here are some farting animals:
BERT,"I put your  away, sat  and ed , can't  at you, while I'm lying, next to ."
RNN,battery mood meter: 100%-\ue404 90%-\ue415 80%-\ue057 70%-\ue40a 60%-\ue402 50%-\ue40d 40%-\ue407 30%-\ue40b 20%-\ue107 10%-\ue411 0%-\ue410
BERT,Thug life:  Drug life:  Regular life:
BERT,HEY! #CoolEmoji #Diesel @BigelowBrent
BERT,#Giant Emoji #Beach #Blanket \n#BeachWear #Cool #CoolEmoji #CoolThings #CuteBlanket #EmojiBlanket #Emotions #GiantEmoji #HomeFurnishings #HomeStyle #HugeEmoji #OutdoorStyle #Pool #Sunbathing #WinkEmoji #GiftsForHer #SportsAndOutdoor\nhttps://coolshitibuy.com/giant-emoji-beach-blanket/\u00a0\u2026pic.twitter.com/9DS3WQ4Csq
BERT,oh yeah #coolemoji
RNN,"https://wizardland.art/products/flat-bill-cap\u00a0\u2026\nYou can't go wrong with the cool emoji cap, check out the variety of colors on https://wizardland.art\u00a0 \nCheck out on Instagram wizardland_art \n#Coolemoji #cool #Emojis #menswear #girlsfashion"
BERT,Thanks for proving my point on the meaningless numbers...   like Bron without Kyrie or Wade. Remind me how many rings Scottie won without Mike leading the way?  #CoolEmoji.  Scottie was Lebron.  Mike is Mike. The closer.   The As @RyanKeefer1 says vote 4 the one with the stones
CNN,"I didn\u2019t choose the cool life, the cool life chose me! Join in on the party with this cool sunglass emoji sticker! #StickerBeans #StickerCollector #StickerLife #CoolEmoji #CoolStickers https://buff.ly/2tpBhdJ\u00a0pic.twitter.com/lxXBSRN0Sz"
BERT,I am still the proud owner of the coolest fucking coffee mug ever created!....to Valhalla! With glasses and smiles!#coffeemug #coolemoji #twitch#twitchstreamer#itsalwayssunnyinmichigan\u2026 https://www.instagram.com/p/Bp9P38QHh7K/?utm_source=ig_twitter_share&igshid=f83jmh99gjay\u00a0\u2026
BERT,Exactly how I was feeling earlier today...\n:Ferdie\n.\n.\n.\n.\n.\n.\n.\n#coolemoji #emojipillow #shades #yellow #happyface #emoji @ Facebook Singapore https://www.instagram.com/p/BpPdwMpl8fQ/?utm_source=ig_twitter_share&igshid=v9o9aw7s16rf\u00a0\u2026
BERT,Planning an emoji party? Already had one and want to scrap your pictures? Just want to make some funny cards? Come get your paper today! #poopemoji #coolemoji #whimzeessbs\u2026 https://www.instagram.com/p/BpNV7BonNeh/?utm_source=ig_twitter_share&igshid=1lkrthqo881yl\u00a0\u2026
BERT,thars epix  coolemoji
BERT,Nunes gets to gloat as Dems go wild. Time to eliminate the FISA redactions! @AshaRangappa_ @JamesAGagliano @brithume #spygate #coolemoji  https://twitter.com/DevinNunes/status/1021162600120193024\u00a0\u2026
BERT,This:\n\n```\n    let coolEmoji = '';\n    console.log(coolEmoji.length);\n```\n\nWill output:
RNN,#ImCoolLikeThat Plastic Canvas Wall Hanging   #CoolEmoji with sunglasses\nhttps://www.etsy.com/listing/490604647\u00a0\u2026 \n#WallDecor #EpicOnEtsy #EtsyChaChingpic.twitter.com/ufO4SdfS63
BERT,EMOJI LIFE #emoji #fellings #coolemoji #blinkyfaceemoji #characters #charactercakepop #desserts #sweettreat #sweets #trendytreats #treats #sweets #cakepops #partyfavors #favors #happybirthday #kidsparties\u2026 https://www.instagram.com/p/B6GbWWMg1a3/?igshid=uotk7xvnxjg5\u00a0\u2026
RNN,Keep a cool emoji face\n#emoji #coolemoji #smile #halloweenisnear #halloween #happyhalloween https://www.instagram.com/p/B3NqPIelXHK/?igshid=1atfrgjbhem37\u00a0\u2026
BERT,As of the end of January 23rd (GMT) there are 658 confirmed cases of 2019-nCoV #coronavirus worldwide.\n\n Mainland China: 641\n Thailand: 4\n Vietnam: 2\n Japan: 2\n Macau: 2\n Hong Kong: 2\n Singapore: 1\n Saudi Arabia: 1\n USA: 1\n South Korea: 1\n Taiwan: 1
CNN,coronavirus
BERT,May SARS coronavirus ata?
BERT,Kedimizde Corona Virus pozitif \u00e7\u0131kt\u0131 bir haftal\u0131k tedavi sonrs\u0131nda kedimiz \u015fuan \u00e7ok iyi : @YouTube arac\u0131l\u0131\u011f\u0131yla
RNN,Warty nasty uterus corona virus  \n\nAnd this about my father\n\nNot a goddamn whore
BERT,Nobody wants me \nMy name is Gnat and I have been in rescue since FOREVER!! I am living with a cat who has Coronavirus so there is a possibility I may have it too. I have not shown any symptoms of it at all but as a precaution I need to be an only cat. Please choose me  pic.twitter.com/GeGbodjcpG
BERT,"El coronavirus es el virus que se contagia de un gato a otro. Tiene una gran prevalencia a nivel mundial, y sobretodo en territorios con alto n\u00famero de #gatos . (M\u00e1s informaci\u00f3n aqu\u00ed )https://hfelinomadrid.com/D/post/eselreydelosvirusoesuncoronavirus/\u00a0\u2026"
KNN,Hai #Healthies!\nPelaksanaan Ibadah #Haji2018 sudah dekat \n#Minkes mau mengingatkan agar #Healthies tetap waspada dengan Middle East Respiratory Syndrome Coronavirus (MERS-CoV) saat melakukan ibadah Haji\n\n#Haji2018LebihBaik\n@pusatkeshajipic.twitter.com/SqI82IUlNB
CNN,"Our scientists discovered a new corona virus in  in Myanmar. A second virus had previously been detected in bats, but only in Thailand. There is no evidence that they pose a threat to human health. #WeSaveSpecies https://s.si.edu/2NohtzU\u00a0pic.twitter.com/sMDjOa5Gp7"
BERT,"Me too. I knew it was coronavirus and of course I'd always heard it was contagious. So glad the treatment helped! I'll have to read up on it, been awhile since I'd seen anything about FIP until I saw your post. Thanks."
BERT,"Muffin (bottom) is not happy about having a new sister.  .  Pearl (top) came to us starving and sick, but now much better, apart from her corona virus.  Well, we decided to take her in because no one will want an\u2026 https://www.instagram.com/p/BzAI2yonkXK/?igshid=1l9wq9m7pnv8a\u00a0\u2026"
RNN,"Livestock seem to be the key to detecting future coronavirus outbreaks. Historically cows first, then camels, are pigs next?!  #ECCMID2018"
BERT,Keynote lecture on coronoviruses: Recommended reading  Complete Genomic Sequence of Human Coronavirus OC43: Molecular Clock Analysis Suggests a Relatively Recent Zoonotic Coronavirus Transmission Event  http://jvi.asm.org/content/79/3/1\u00a0\u2026  #ECCMID2018
BERT,"@mariagoneviral is defending tomorrow (10/10)! \n\nFrom the Mark Denison lab, Maria's research focuses on the use of nucleoside analogues to inhibit coronavirus replication.\n\nCome support her at 3pm tomorrow! 1220 MRBIII. pic.twitter.com/eaLTs54o6D"
RNN,There\u2019s only thing going on here jackasses\n\nDIAGNOSING THE CORONA VIRUS IN USA  \n\nHOWS MY DRIVING\nCALL\n1-800-EAT-SHIT \n\nOPERATORS ARE ON STAND BY
BERT,"And sometimes enteroviruses, parechoviruses, MERS coronavirus, poliovirus, arboviruses, diagnostics, measles, vaccine preventable virus disease...depending on when you see a tweet fly past"
BERT,"Reading #Ast\u00e9rixetlaTransitalique. Just not as good as old Asterix comics, but still a must-read for Asterix&Obelix fans. So many funny d\u00e9tails and puns: Lactus Bifidus, s\u00e9nateur romain. C\u00e9sar: Bifidus sois actifMozzarella, \u00e9pouse de Bifidus; Coronavirus, l\u2019ennemi d\u2019Ast\u00e9rix pic.twitter.com/ID3EEcwXtd"
BERT,"Albacete-BUSCA ADOPCI\u00d3N Estos 3 cachorros de 10 meses, Dos hembras y un macho. Sacados de la perrera San Ant\u00f3n  en lista de sacrificio. Ten\u00edan coronavirus  y tuvieron que ir a una casa de acogida aislados.  Ya... https://www.facebook.com/122855814413326/videos/387269165429099/\u00a0\u2026"
BERT,"Este gatet (5 mesos) necessita una llar.Nos. no ens el podem quedar, \u00e9s positiu en coronavirus i calcivirus i el nostre \u00e9s negatiu. A m\u00e9s t\u00e9 una pateta d darrere tocada, li van atropellar, encara q va millorant poquet a poquet. Xo \u00e9s tan colega i mimoset que encisa a qualsevol. pic.twitter.com/yP0hgCmH8w"
RNN,"The Saudi Ministry of Health has reported further #MERS cases this week. The deadly disease is caused by a coronavirus, part of the same family of viruses that causes the common cold and SARS https://buff.ly/2Kpuvjv\u00a0pic.twitter.com/vX0bz2guQt"
BERT,"Value Pack!\n\nGrab 3 pack Clorox Disinfecting Wipes (105 Count) only $6.48 ($15)!\n\n*Kills 99.999% of Bacteria, including Human Coronavirus and Influenza A2 Virus!\n\nhttps://amzn.to/2NNXgTu\u00a0\n#geek #deals #tech #home #gamedev #sports #fitness #office #hea\u2026pic.twitter.com/IEtzhbgqh9"
BERT,"Value Pack!\n\nGrab 3 pack Clorox Disinfecting Wipes (105 Count) only $6.48 ($15)!\n\n*Kills 99.999% of Bacteria, including Human Coronavirus and Influenza A2 Virus!\n\nhttps://amzn.to/2NNXgTu\u00a0\n#geek #deals #tech #home #gamedev #sports #fitness #office #healthcare #dirtpic.twitter.com/chPUs1fNxu"
BERT,Mi soluci\u00f3n madura ante el inminente contagio del coronavirus es convertirme en Patricio estrella
RNN,Bruh it\u2019s busy at work because of the coronavirus  feel like I\u2019m gonna have it soon cos we\u2019re all working our asses off just tryna keep the stock up smh!!!!!!
BERT,"Our paper on direct #RNA @nanopore sequencing of  full coronavirus genomes/mRNAs and RNA modification detection is now published in @genomeresearch -> https://genome.cshlp.org/content/29/9/1545\u00a0\u2026 -- Sugar on top: they picked our submission for the cover art, courtesy of @beetlebum  - with @phiwegerpic.twitter.com/7ahgrflHDk"
BERT,"Eu pro professor: crlh n\u00e3o sei falar coronavirus\nMenina da sala: sabe a cerveja \corona\? Ent\u00e3o, pense nela kkkkkkk\nAt\u00e9 o povo que n\u00e3o me conhece fala de cerveja comigo"
BERT,Economy??? And what about the lives of US citizens ? Are they disposable as long as you can act appropriately and save the economy! Should we now call trump the \u201cDemon of Death\u201d ! https://twitter.com/b52malmet/status/1233475199821123584\u00a0\u2026
BERT,You trump supporters are naive fools! pic.twitter.com/hJ8cjcidkv
CNN,Excellent idea
BERT,IT IS NOW TRUMPS PARTY FOR PUTIN https://twitter.com/kphar/status/1014549404433420289\u00a0\u2026
BERT,Obama didn\u2019t separate families?!?!?! . Oh buttercup please put down the kool aid and please do some research. Some yeah and let them in. But they are taught to yell asylum if they are caught. A easy way to circumvent our immigration policies. No crime!
BERT,"Ooooh, nothing but the heavy hitters tonight!"
RNN,
BERT,"The other rare thing I approve of Trump, he is not @HillaryClinton nor @BillClinton"
RNN,"@WithCongress  FIRE PRUITT !!!  AGAIN, THERE IS ENUF GRAFT IN POLITICS AND THE W.H. WE TAXPAYERS DON'T NEED IT THROWN IN OUR FACES !!  ALSO, GET RID OF THE ELECTORAL COLLEGE. IT DOESN'T PROPERLY REPRESENT THE AMERICAN CITIZENS WHO VOTE.  SQUASH IT AND FEED IT TO TWEETY TRUMP."
RNN,He can\u2019t read.  Draw him a picture with stick pictures
BERT,Its the scam that doesn't end \nThey're trying everything they can\nBut American's we know \nThat it's just a big Shit Show! \n@seanmdav @realDonaldTrump https://twitter.com/seanmdav/status/1194675416130359296\u00a0\u2026
RNN,Sure do. And @gtconway3d 2 kicks to @realDonaldTrump
BERT,Even funnier is Daniels being surprised that @realDonaldTrump beat @HillaryClinton in 2016. Like Hillary was the answer to democracy in America.
RNN,Yaaaaaaay USA
BERT,I thought trump was going to make Mexico pay for Wall. Turns out we\u2019re now paying Mexico $20 million to deport people we stopped.
CNN,"\n#TinyLivesAtStake, @womensmarch. #ProLife, #DefundPlannedParenthood, \n#PlannedMurder, #Abortion, \n#UnbornLivesMatter, #JeremiahsLaw\n#EndChildSexAbuse,\n#PPFACoversUPSexAbuse,\n#BlackLivesMatter, #AbortionIsMurder,\n#PJNET, #MAGA, #SaveTheChildren, @realDonaldTrump, #KAGhttps://twitter.com/thedmanbklyn/status/1040358382144839680\u00a0\u2026"
BERT,And if you look over there... Is a vast wasteland where Hillary resides
BERT,"The father of the  space program was a fascist (Von Braun) and the father of  #SpaceForce, @realDonaldTrump , is also a fascist. #FullCirclehttps://twitter.com/TheRickWilson/status/1027666034059354117\u00a0\u2026"
CNN,"Happy now Marco, your exhaulted leader Trump just allowed Turkey to attack our friends the Kurds! You call yourself a Christian! Well you can call yourself a cowardly murderer of people that gave their lives for us! Wait till Trump kills Americans"
BERT,Evening Sir!... I can respect your reasoning !.. But please Sir dont leave power vacuums for the Rouge 3 letter agencies to fill with their warlords!... KAG  WWG1WGA
BERT,"\n .@HillaryClinton Taunts \u2018Obsessed\u2019 @realDonaldTrump: \u2018Obviously, I Can Beat Him Again\u2019 @HuffPost https://www.huffpost.com/entry/hillary-clinton-taunts-donald-trump-obsessed_n_5d9d8ab8e4b02c9da0410f57\u00a0\u2026 #SmartNews"
BERT,"Try not to lie, but it's ever constant."
BERT,lier lier !
BERT,"You\u2019re still our President, and will continue in 2020.bye Pelosi."
BERT,Crooks#Lyin OLD@realDonaldTrump @POTUS@DonaldJTrumpJr @IvankaTrump @EricTrump#LockThemUp @FBI @TGowdySC @WSJ @nytimes @FoxNews @MSNBC @CNN @AP\n\RT @thehill: Judge rejects @TrumpFoundation request to dismiss lawsuit alleging misuse of charity assets http://hill.cm/fuJD7O9\u00a0pic.twitter.com/hjBU4HB0nE
CNN,Ayatollah?  There\u2019s a serious problem with Trump. https://twitter.com/WhiteHouse/status/1143196668101308416\u00a0\u2026
BERT,Thank you I have no problem turning my back on this one with Trump & I wont come back.
KNN,RADIO MB MODUGNO #NowPlaying  Opus n\u00b01 - TOMMY DORSEY   http://bit.ly/2FH0id6\u00a0 #modugno #radio #musica #italy #puglia #pop #rap #artist #beat #bestsong #songs #favoritesong #goodmusic #music #producers #newsong #hiphop #remix #song #love #29dicembre
BERT,"El Coli desde adentro \n#colosseo #colosseum #roma #rome #italia #italy en Colosseo, Roma, Italia https://www.instagram.com/p/Br_ZAk_F3Ry/?utm_source=ig_twitter_share&igshid=z2yczb7s6kf4\u00a0\u2026"
BERT,Italy and Spain booked for next month  roll on 2019
BERT,"Shine & Fog  @ Trieste, Italy https://www.instagram.com/p/Br_ZE9OBTrOA-H--BkCQhD2c6Anc48C1IBLIkc0/?utm_source=ig_twitter_share&igshid=1wq8zdb2nnlrz\u00a0\u2026"
CNN,"te elijo mil veces m\u00e1s, te amo con todo mi coraz\u00f3n  en Palermo, Italy https://www.instagram.com/p/Br_Y_nMASQ1/?utm_source=ig_twitter_share&igshid=7hcjv7g3rzwx\u00a0\u2026"
RNN,My favorite thing I did this year was going to Rome Italy  and going to Williamsburg With my parents
BERT,*SHE* UP IN THE MOUNTAINS REPPIN'  BROOKLYN IN THE HEART!!!  #ADURE #SHE #CURATOR #HOSTESS #ADUREMUSIC #ADUREBRAND #LIQUIDFIREENTERTAINMENT #BROOKLYN #REDHOOK #AFRICA #ITALY #MIAMI\u2026 https://www.instagram.com/p/Br_X8oZFMEt/?utm_source=ig_twitter_share&igshid=ngnz1g601pkw\u00a0\u2026
RNN,*GOD'S* BEAUTY.  #ADURE #GRATEFUL #HUMBLED #ADUREMUSIC #ADUREBRAND #LIQUIDFIREENTERTAINMENT #BROOKLYN #REDHOOK #AFRICA #ITALY #MIAMI #LASVEGAS #BERMUDA #ARUBA #CURACAO\u2026 https://www.instagram.com/p/Br_KVhmFaoo/?utm_source=ig_twitter_share&igshid=e6drm6h3g2hi\u00a0\u2026
BERT,it's officially the 30th in italy so this tweet goes out to kim taehyung i love you my artsy darling with the biggest & purest soul you're such a source of positive energy for everyone around you & i hope you acknowledge that  stay precious eyebrow man i luh ya i luh ya
BERT,RADIO MB MODUGNO #NowPlaying  New Frontier - DONALD FAGEN   http://buff.ly/2BiAh1C\u00a0 #modugno #radio #musica #italy #puglia #pop #rap #artist #beat #bestsong #songs #favoritesong #goodmusic #music #producers #newsong #hiphop #remix #song #love #24hours
BERT,"Hear my voice as Federico in @MrShyGuyBuddy's 'What If Italy Was A Pokemon Region?'\n\nOf all the YT content I've been in, I think I can mark this down as a personal favourite. As a history and culture geek, I do love a fantastically researched piece. \nhttps://youtu.be/ykXbM26iLmo\u00a0pic.twitter.com/yBilsQ3a0y"
RNN,"Someone from Florence, Italy  ordered this Luxury Fashion Woman Watch.\n\n  You too, you can get yours at  http://bit.ly/2Ppe6tr\u00a0 .pic.twitter.com/kjsrfKsUuV"
CNN,"Vero, caro Diego! Piuttosto,essa si deve spesso difendere da imitazioni e falsificazioni a liv. internazionale. Ecco la preziosa coesione fra diversi attori socioeconomici (a partire da istituzioni) per tutele e valorizzazioni (nonostante \Made in Italy\, DOC, DOP e IGP)."
BERT,Follow : melowinniee   Follow : @ZonaRedesSocial          \n#honduras #arab #belgium #italy #germany #spain #venezuela #london #poland #ecuador\u2026 https://www.instagram.com/p/BpIkfjmjZ_w/?utm_source=ig_twitter_share&igshid=1ha9mziw6lp6t\u00a0\u2026
BERT,"Aromatizzati #spirits alla #violetta \u2022 #aperitivo #apetime #ki_keyra #momentsplacesandcolors #drinks #spritzallavioletta con @chiarafrazzi  @ Parma, Italy \u2014 in Parma https://www.facebook.com/117335454971468/posts/2172651086106551/\u00a0\u2026"
BERT,I  when I meet an amazing creative who speaks my same \u201clanguage\u201d and not only because we are both from Italy  georgiatribuiani #italiancreativity #italiansintheworld\n#love\u2026 https://www.instagram.com/p/BtZg-__hvB2/?utm_source=ig_twitter_share&igshid=11e180im82kmt\u00a0\u2026
BERT,"Been a month since I made the most impulse (but also the best) decision to go see Jackson in Milan. Until now, I don\u2019t even know where I got the balls to travel to Italy alone but it was so fun!! I\u2019m so glad I did that. Here\u2019s to many more solo-yolo trips"
CNN,2/2\n.\nVenice\u3002\n.\n\u9053\u306f\u9055\u3048\u3069\u3001\u5fc5\u305a\u305f\u3069\u308a\u7740\u3051\u308b\u5834\u6240\u304c\u3042\u308b\n.\n#venice #veniceitaly #venicefilmfestival #venezia #venezian #veneziano #italy #italytrip #italia #italian #europe #eu #photography\u2026 https://www.instagram.com/p/BtZgyBLF7KQ/?utm_source=ig_twitter_share&igshid=16ziamqxz67g8\u00a0\u2026
BERT,PERFECT EARINGS For Ur LoveOne's\n92.5 genuine italy silver\u2698\u2698\u2698\u2698\u2698\u2698\nwe ship any destination\njust pm for more details
RNN,"I've entered to win a trip for 4 to Tuscany, Italy - home to the smooth taste of Acqua Panna\u00ae Natural Spring Water! #AcquaPanna #TuscanJourneyGiveaway #Sweepstakeshttps://bit.ly/2YwoaG1\u00a0"
BERT,aw if i was in italy rn w @sjcdiving it would be my bday
